rule_id,cwe_id,is_string_concat,is_parameterized_query,has_sanitizer_nearby,in_test_file,is_in_vendor_or_generated_dir,taint_source_distance,function_complexity,code_snippet_length,variable_name_entropy,is_user_input_direct,has_type_validation,is_third_party_lib_call,same_finding_seen_before_count,developer_dismissed_similar_before,file_change_frequency,is_authenticated_endpoint,label
sqli-concat,CWE-89,0,0,0,0,0,18,4,91,3.05,0,1,1,4,0,47,1,0
xss-unescaped,CWE-79,0,0,0,0,0,11,19,236,2.23,0,0,0,9,1,13,0,0
sqli-concat,CWE-89,0,1,0,1,0,2,27,241,3.7,1,0,0,8,0,1,0,0
insecure-deserialize,CWE-502,1,0,1,0,1,12,23,67,3.53,0,0,0,4,0,16,0,0
ssrf-request,CWE-918,0,1,0,0,0,9,14,52,2.77,1,0,0,1,0,38,1,0
sqli-concat,CWE-89,0,0,0,0,0,10,22,273,2.27,1,1,0,0,0,4,0,1
sqli-concat,CWE-89,1,0,1,0,0,1,21,169,1.83,1,1,0,7,0,8,0,1
insecure-deserialize,CWE-502,1,0,0,0,0,5,22,138,3.29,1,0,0,7,0,49,0,1
insecure-deserialize,CWE-502,1,0,1,0,0,16,24,244,4.25,0,1,0,1,0,13,0,0
ssrf-request,CWE-918,0,1,0,0,0,17,16,135,1.62,1,1,0,8,0,32,0,0
insecure-deserialize,CWE-502,1,0,0,0,1,18,18,371,1.59,1,1,0,0,0,40,0,1
hardcoded-secret,CWE-798,1,0,1,0,1,20,7,311,1.82,1,0,0,2,0,17,1,0
ssrf-request,CWE-918,0,0,0,0,0,19,11,148,1.59,1,1,1,0,0,3,1,0
insecure-deserialize,CWE-502,0,1,0,0,0,9,6,48,3.56,1,1,1,10,0,18,0,0
path-traversal,CWE-22,1,0,1,0,0,17,28,289,3.11,0,0,1,1,1,2,0,0
path-traversal,CWE-22,0,0,1,0,0,20,10,273,3.78,0,0,0,1,0,23,1,0
ssrf-request,CWE-918,0,1,0,1,0,1,23,179,3.16,0,1,0,4,0,27,0,0
hardcoded-secret,CWE-798,1,0,1,0,0,9,19,300,2.74,0,0,0,7,1,14,0,0
xss-unescaped,CWE-79,1,0,1,0,0,10,22,170,2.17,1,0,0,6,0,49,1,1
insecure-deserialize,CWE-502,1,0,0,0,0,2,9,136,3.04,1,1,0,8,1,36,0,1
hardcoded-secret,CWE-798,1,0,0,0,1,1,10,290,1.86,0,0,0,6,1,18,0,0
xss-unescaped,CWE-79,0,0,1,1,0,13,27,210,1.79,0,1,0,1,1,30,0,0
sqli-concat,CWE-89,0,1,0,1,0,15,9,121,3.69,1,1,0,5,0,8,1,0
sqli-concat,CWE-89,0,0,0,0,0,11,9,75,3.41,0,0,0,0,0,15,1,0
insecure-deserialize,CWE-502,0,0,0,0,0,5,6,58,4.43,0,1,1,7,0,15,1,0
xss-unescaped,CWE-79,1,0,0,0,0,14,4,83,4.0,1,1,0,2,0,44,0,1
ssrf-request,CWE-918,1,0,1,0,0,15,25,182,3.11,0,1,0,1,0,39,1,0
sqli-concat,CWE-89,0,0,0,0,0,18,12,323,2.19,0,0,1,10,0,41,0,0
ssrf-request,CWE-918,0,1,0,1,0,16,11,43,4.12,0,1,1,5,0,50,1,0
xss-unescaped,CWE-79,1,0,0,0,0,16,16,270,2.95,1,1,0,9,0,19,1,1
hardcoded-secret,CWE-798,0,0,1,0,0,19,18,281,4.27,1,0,1,10,0,23,0,1
path-traversal,CWE-22,1,0,0,0,0,18,12,353,4.1,1,0,0,2,0,16,0,1
path-traversal,CWE-22,0,1,1,0,0,12,24,121,3.31,1,0,0,9,1,14,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,19,5,223,4.36,0,1,0,1,0,49,0,0
xss-unescaped,CWE-79,0,1,0,0,0,8,24,368,4.44,1,0,0,9,0,33,1,0
hardcoded-secret,CWE-798,0,1,1,0,0,8,14,66,3.86,1,1,0,5,1,19,1,0
insecure-deserialize,CWE-502,1,0,1,0,0,4,6,249,3.68,1,1,0,10,1,28,0,0
ssrf-request,CWE-918,0,0,0,1,0,9,29,32,1.98,0,1,1,2,0,6,1,0
path-traversal,CWE-22,1,0,0,0,0,9,2,162,3.69,1,0,0,8,0,32,0,1
sqli-concat,CWE-89,0,1,0,1,0,5,18,387,3.31,1,1,0,2,1,33,0,0
path-traversal,CWE-22,1,0,1,0,0,9,6,125,3.37,1,0,1,3,1,29,0,1
insecure-deserialize,CWE-502,0,1,0,0,0,19,6,60,3.97,0,0,0,0,0,48,0,0
sqli-concat,CWE-89,1,0,0,1,0,9,23,287,2.66,1,1,0,7,0,22,1,0
xss-unescaped,CWE-79,0,0,1,0,0,18,19,306,2.08,0,0,0,9,1,3,1,0
ssrf-request,CWE-918,0,0,1,0,1,8,4,86,3.34,1,0,0,8,0,49,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,1,17,96,2.74,0,0,0,2,0,41,1,1
sqli-concat,CWE-89,0,0,1,0,0,8,20,349,3.6,0,0,0,1,1,39,1,0
hardcoded-secret,CWE-798,0,1,1,0,0,20,1,121,2.0,0,1,1,9,0,4,1,0
hardcoded-secret,CWE-798,0,0,1,0,0,8,30,32,1.64,1,1,0,8,1,31,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,19,25,69,2.41,1,0,1,6,0,18,1,1
xss-unescaped,CWE-79,1,0,0,0,0,11,4,296,4.23,0,0,0,3,0,17,1,0
sqli-concat,CWE-89,1,0,1,0,0,16,29,217,2.28,1,0,1,4,0,50,1,0
path-traversal,CWE-22,1,0,0,0,0,18,22,375,2.76,1,1,0,9,0,48,0,1
sqli-concat,CWE-89,1,0,1,0,0,5,14,168,4.35,0,1,0,5,0,30,0,0
sqli-concat,CWE-89,0,1,0,1,0,4,14,399,2.3,0,1,1,7,0,17,1,0
sqli-concat,CWE-89,1,0,0,0,0,19,7,219,2.53,1,1,0,9,0,27,0,1
sqli-concat,CWE-89,0,0,1,1,0,11,25,274,1.85,1,0,1,2,1,0,0,0
ssrf-request,CWE-918,1,0,1,0,0,19,12,320,1.85,1,0,0,6,0,0,0,1
hardcoded-secret,CWE-798,1,0,0,0,0,20,2,377,4.36,1,0,1,3,1,25,1,1
insecure-deserialize,CWE-502,0,0,1,0,0,18,9,335,4.17,1,1,1,0,1,2,1,0
sqli-concat,CWE-89,0,1,1,1,0,4,27,162,3.86,1,0,1,4,1,5,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,15,3,358,3.68,1,0,0,7,0,5,1,1
path-traversal,CWE-22,1,0,1,0,0,11,9,211,4.0,0,0,0,8,1,19,0,0
hardcoded-secret,CWE-798,0,1,1,1,0,3,9,75,3.68,1,0,0,4,0,11,0,0
insecure-deserialize,CWE-502,0,0,0,0,0,19,28,319,4.0,0,0,0,0,0,44,0,0
xss-unescaped,CWE-79,0,0,1,0,1,17,9,199,2.76,1,0,0,10,0,46,1,0
insecure-deserialize,CWE-502,1,0,1,0,0,11,14,300,3.27,0,0,0,4,0,41,1,0
path-traversal,CWE-22,1,0,1,1,0,16,24,241,2.65,1,1,0,5,0,32,1,0
insecure-deserialize,CWE-502,0,1,1,0,0,11,30,114,1.71,1,1,0,9,0,31,0,0
path-traversal,CWE-22,1,0,1,0,0,5,6,22,2.79,1,0,0,9,0,34,1,1
insecure-deserialize,CWE-502,0,1,1,0,0,13,26,265,1.92,1,0,0,3,0,5,1,0
xss-unescaped,CWE-79,0,0,0,0,0,7,19,142,2.23,0,0,1,8,0,1,1,0
hardcoded-secret,CWE-798,1,0,1,0,0,16,11,210,1.9,0,1,0,1,0,26,1,0
hardcoded-secret,CWE-798,1,0,1,0,0,17,7,182,1.72,0,1,0,1,0,21,1,0
path-traversal,CWE-22,1,0,1,1,0,8,22,124,3.92,1,1,0,1,0,34,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,20,20,318,4.48,1,0,0,6,1,19,1,1
path-traversal,CWE-22,0,0,1,0,0,18,10,90,2.79,0,1,1,7,0,30,0,0
sqli-concat,CWE-89,0,0,1,0,1,20,25,49,3.54,1,0,1,3,0,42,1,0
xss-unescaped,CWE-79,0,0,0,0,0,12,21,58,3.22,1,1,0,4,1,46,1,0
path-traversal,CWE-22,0,0,0,0,0,11,14,228,2.15,0,1,0,2,0,46,0,0
path-traversal,CWE-22,0,1,0,0,0,3,9,27,2.21,1,1,1,9,1,18,0,0
insecure-deserialize,CWE-502,1,0,0,0,1,10,17,172,2.07,0,1,0,0,1,47,0,0
insecure-deserialize,CWE-502,0,0,0,1,0,19,20,258,1.57,0,1,1,3,0,39,0,0
path-traversal,CWE-22,1,0,0,0,0,6,8,366,2.49,0,1,0,10,0,27,1,1
hardcoded-secret,CWE-798,1,0,1,0,1,15,5,247,2.57,1,1,0,1,0,6,0,0
path-traversal,CWE-22,1,0,1,0,0,8,19,131,3.9,0,1,0,0,1,4,1,0
sqli-concat,CWE-89,0,0,1,0,0,8,21,147,3.21,1,1,0,4,1,30,0,0
xss-unescaped,CWE-79,0,0,0,0,1,4,23,327,1.83,1,0,0,5,0,42,0,1
hardcoded-secret,CWE-798,0,0,0,0,0,6,6,37,4.0,1,0,0,4,1,12,1,1
hardcoded-secret,CWE-798,0,1,1,0,0,7,27,102,3.75,1,0,0,2,0,45,0,0
insecure-deserialize,CWE-502,0,1,0,0,0,15,13,387,3.0,1,0,1,8,1,28,1,0
insecure-deserialize,CWE-502,1,0,0,0,0,7,7,296,3.75,0,0,0,0,0,13,0,1
hardcoded-secret,CWE-798,1,0,1,1,0,11,10,226,2.61,1,0,0,4,1,41,0,0
xss-unescaped,CWE-79,1,0,1,0,0,7,8,114,3.64,1,1,1,8,0,49,0,1
hardcoded-secret,CWE-798,1,0,1,0,0,11,4,258,2.44,0,1,0,7,0,43,1,0
hardcoded-secret,CWE-798,1,0,1,0,0,14,1,41,3.86,0,0,0,5,0,36,1,0
insecure-deserialize,CWE-502,1,0,1,0,1,3,1,308,1.98,0,1,0,4,0,30,1,0
insecure-deserialize,CWE-502,0,1,0,0,0,13,14,43,2.32,1,1,0,2,0,30,0,0
ssrf-request,CWE-918,0,0,1,0,0,19,18,93,1.87,0,1,0,2,0,42,0,0
ssrf-request,CWE-918,0,0,1,0,0,10,19,221,4.19,0,1,1,10,0,37,1,0
xss-unescaped,CWE-79,0,1,0,0,0,10,25,275,2.71,0,0,1,7,0,19,1,0
path-traversal,CWE-22,1,0,1,0,1,10,23,307,2.17,0,1,0,6,0,43,1,0
insecure-deserialize,CWE-502,0,1,1,0,0,11,26,344,2.78,0,1,0,2,0,49,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,10,23,231,4.27,0,1,1,10,0,11,0,1
insecure-deserialize,CWE-502,0,1,1,1,0,14,14,223,1.82,1,1,0,0,1,32,1,0
xss-unescaped,CWE-79,1,0,1,1,0,20,6,159,4.42,1,0,1,10,1,48,1,0
sqli-concat,CWE-89,1,0,1,0,0,3,8,361,2.4,0,0,1,8,0,1,0,1
path-traversal,CWE-22,0,1,1,0,0,3,26,89,3.44,0,1,1,9,1,15,0,0
sqli-concat,CWE-89,0,0,0,0,0,7,4,276,3.79,0,0,0,1,0,13,0,0
xss-unescaped,CWE-79,0,1,0,0,0,10,25,22,3.28,0,1,0,3,0,38,1,0
path-traversal,CWE-22,0,0,0,0,1,12,20,29,4.19,0,1,0,5,0,36,0,0
sqli-concat,CWE-89,0,0,0,1,0,13,28,195,4.03,0,1,1,8,0,13,1,0
sqli-concat,CWE-89,1,0,0,0,0,16,10,242,3.36,0,1,0,7,0,11,0,0
hardcoded-secret,CWE-798,0,0,0,0,0,17,1,299,4.3,0,0,1,2,0,42,0,1
sqli-concat,CWE-89,1,0,0,0,0,3,18,139,1.92,1,0,0,6,0,9,0,1
xss-unescaped,CWE-79,0,0,0,0,0,15,19,197,3.68,0,0,1,7,0,6,0,0
path-traversal,CWE-22,1,0,0,0,0,14,30,259,3.88,1,0,1,0,0,6,1,1
xss-unescaped,CWE-79,1,0,1,0,0,14,15,139,3.84,0,1,0,10,1,21,0,0
insecure-deserialize,CWE-502,0,1,0,0,0,7,3,331,3.07,0,1,0,5,1,0,1,0
ssrf-request,CWE-918,1,0,0,0,0,14,30,270,2.84,1,1,0,9,0,46,0,1
ssrf-request,CWE-918,0,0,1,0,0,10,27,40,2.52,1,1,0,0,0,10,1,0
xss-unescaped,CWE-79,1,0,1,0,0,5,18,115,3.19,0,0,0,1,0,10,0,1
xss-unescaped,CWE-79,1,0,0,0,0,7,28,216,3.1,0,1,0,4,0,20,0,1
sqli-concat,CWE-89,1,0,1,1,0,16,26,59,3.66,1,1,0,7,0,32,1,0
xss-unescaped,CWE-79,0,0,1,0,0,15,24,358,3.31,1,0,1,8,1,33,0,0
ssrf-request,CWE-918,0,0,0,1,0,9,27,191,3.6,1,1,0,1,0,21,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,2,19,98,3.87,1,1,0,7,1,29,0,1
xss-unescaped,CWE-79,0,0,0,0,0,12,8,176,2.86,1,1,0,5,1,46,0,0
sqli-concat,CWE-89,1,0,0,0,0,17,19,304,2.92,1,0,1,2,0,12,0,1
insecure-deserialize,CWE-502,1,0,1,1,0,1,6,378,4.2,0,1,0,3,1,33,1,0
path-traversal,CWE-22,1,0,1,0,0,15,8,319,3.17,1,1,0,3,0,35,1,0
insecure-deserialize,CWE-502,1,0,1,0,1,5,16,147,2.5,0,0,1,0,1,40,0,0
sqli-concat,CWE-89,0,1,1,0,0,9,25,50,1.85,0,0,0,3,0,44,1,0
xss-unescaped,CWE-79,1,0,0,0,0,17,18,234,2.05,1,1,0,4,0,23,0,1
insecure-deserialize,CWE-502,1,0,0,0,0,10,30,95,1.75,1,1,1,4,0,36,1,1
path-traversal,CWE-22,1,0,0,0,0,3,21,303,3.09,1,1,0,1,1,4,0,1
ssrf-request,CWE-918,0,0,1,0,0,16,21,332,2.02,1,1,0,9,1,28,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,20,20,290,4.15,0,1,0,0,0,20,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,8,28,162,2.94,0,0,0,7,1,35,0,1
hardcoded-secret,CWE-798,1,0,0,1,0,1,24,277,1.78,1,0,0,8,0,24,0,1
hardcoded-secret,CWE-798,0,0,0,1,0,14,1,237,2.76,1,0,0,6,1,38,1,0
xss-unescaped,CWE-79,1,0,1,0,0,5,26,52,3.06,0,1,0,6,0,49,1,0
path-traversal,CWE-22,0,1,0,0,1,6,11,21,1.92,0,1,0,4,1,11,1,0
xss-unescaped,CWE-79,1,0,0,0,0,4,30,108,1.68,0,1,0,9,0,9,1,1
sqli-concat,CWE-89,1,0,1,0,0,20,20,345,3.76,1,0,0,0,0,18,0,1
hardcoded-secret,CWE-798,1,0,0,0,0,1,21,263,2.17,0,1,0,5,0,10,1,1
insecure-deserialize,CWE-502,1,0,1,1,0,16,23,243,2.14,1,0,0,0,0,31,1,0
ssrf-request,CWE-918,1,0,0,0,0,14,1,260,2.44,0,1,0,9,0,43,0,1
hardcoded-secret,CWE-798,0,1,0,0,0,8,11,242,3.73,1,1,0,6,0,0,1,0
xss-unescaped,CWE-79,1,0,1,0,0,13,1,268,2.48,0,0,0,8,0,24,0,1
insecure-deserialize,CWE-502,0,1,1,0,0,10,30,73,3.08,0,1,0,4,0,22,0,0
hardcoded-secret,CWE-798,1,0,1,0,0,6,26,161,3.42,1,1,0,7,1,26,1,0
hardcoded-secret,CWE-798,1,0,0,0,1,9,18,392,2.56,0,1,0,2,1,47,1,0
path-traversal,CWE-22,1,0,0,0,0,16,26,186,3.82,1,0,0,9,0,27,1,1
xss-unescaped,CWE-79,0,1,1,0,0,19,30,308,3.35,0,1,0,7,0,35,1,0
sqli-concat,CWE-89,1,0,0,1,0,10,5,232,3.19,1,0,1,8,0,45,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,11,6,334,2.35,0,1,0,0,0,32,1,0
xss-unescaped,CWE-79,0,1,0,0,0,14,3,55,3.08,1,0,0,8,0,24,1,0
ssrf-request,CWE-918,0,0,0,0,0,20,3,266,1.76,1,0,1,3,1,47,0,1
sqli-concat,CWE-89,1,0,1,0,0,17,21,174,2.25,1,0,0,10,0,38,0,1
sqli-concat,CWE-89,0,1,0,0,0,3,2,317,2.22,1,1,1,7,0,26,1,0
path-traversal,CWE-22,1,0,1,0,0,10,11,336,4.16,0,1,1,4,0,49,0,0
sqli-concat,CWE-89,0,0,1,0,0,19,11,210,2.12,0,0,0,3,0,5,0,0
hardcoded-secret,CWE-798,0,1,1,0,0,1,15,31,1.93,1,0,1,6,0,28,1,0
insecure-deserialize,CWE-502,0,1,0,0,0,10,10,279,2.93,1,1,0,3,1,16,0,0
path-traversal,CWE-22,1,0,0,0,0,19,10,47,2.81,1,0,0,10,0,14,1,1
ssrf-request,CWE-918,0,1,1,0,0,6,12,299,2.04,0,1,1,5,1,24,1,0
ssrf-request,CWE-918,0,1,1,0,0,13,22,170,4.5,1,0,0,9,0,16,0,0
hardcoded-secret,CWE-798,0,1,0,1,0,17,13,273,3.12,1,0,1,8,0,48,1,0
ssrf-request,CWE-918,1,0,0,0,0,10,13,251,4.32,0,1,0,10,1,2,0,0
ssrf-request,CWE-918,0,0,1,0,0,15,16,384,1.6,0,1,0,6,0,15,0,0
path-traversal,CWE-22,0,0,1,0,0,16,19,336,1.88,0,1,1,5,0,11,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,7,28,84,3.78,1,1,1,5,0,27,1,1
ssrf-request,CWE-918,0,1,1,0,0,4,23,186,2.59,1,0,1,6,0,37,1,0
sqli-concat,CWE-89,0,1,0,0,0,14,21,27,2.52,1,0,0,1,1,4,0,0
xss-unescaped,CWE-79,1,0,1,1,1,6,5,153,4.22,0,1,0,6,0,8,0,0
xss-unescaped,CWE-79,1,0,1,0,0,10,18,378,4.13,1,1,0,8,0,26,0,1
sqli-concat,CWE-89,1,0,0,0,0,6,16,341,1.65,1,0,0,5,1,46,0,1
path-traversal,CWE-22,1,0,0,0,0,4,5,267,2.34,0,0,0,3,1,48,0,1
ssrf-request,CWE-918,1,0,0,0,0,1,27,288,2.59,1,0,0,2,0,0,1,1
xss-unescaped,CWE-79,1,0,1,0,0,12,16,252,2.62,1,0,1,8,0,4,0,1
hardcoded-secret,CWE-798,0,0,0,1,0,6,16,124,1.56,1,0,0,4,1,24,0,0
insecure-deserialize,CWE-502,1,0,0,0,0,8,26,194,4.02,0,0,1,8,0,27,1,1
ssrf-request,CWE-918,1,0,0,0,1,18,11,122,4.26,0,0,0,2,0,5,1,0
path-traversal,CWE-22,0,0,1,0,1,13,8,220,3.45,1,1,0,1,0,10,1,0
hardcoded-secret,CWE-798,1,0,1,0,0,7,22,271,3.33,1,0,1,7,0,22,0,1
insecure-deserialize,CWE-502,0,0,0,0,0,11,5,372,2.84,1,1,1,9,0,3,0,0
sqli-concat,CWE-89,1,0,1,0,0,18,2,253,3.87,1,1,0,9,0,34,0,1
ssrf-request,CWE-918,1,0,0,0,0,20,17,141,3.02,0,0,0,4,0,28,1,1
path-traversal,CWE-22,1,0,0,0,0,3,14,200,2.82,0,0,1,6,0,36,1,1
insecure-deserialize,CWE-502,1,0,0,1,0,5,19,176,3.19,1,0,0,4,1,20,1,0
path-traversal,CWE-22,1,0,1,0,0,8,30,297,3.11,1,0,1,0,1,37,0,1
insecure-deserialize,CWE-502,1,0,1,0,0,15,17,116,1.92,1,0,0,0,1,37,1,1
sqli-concat,CWE-89,0,1,0,0,0,4,18,187,3.51,1,0,1,7,0,42,0,1
sqli-concat,CWE-89,0,0,0,1,0,6,1,315,3.35,1,1,1,7,0,1,0,0
insecure-deserialize,CWE-502,1,0,0,0,0,9,17,134,4.46,1,1,0,10,0,40,0,1
hardcoded-secret,CWE-798,1,0,1,0,0,10,27,119,3.27,0,1,0,7,0,15,0,0
path-traversal,CWE-22,1,0,0,0,0,11,9,237,4.18,1,0,0,0,1,33,1,1
ssrf-request,CWE-918,0,0,0,0,0,4,5,321,3.9,1,0,0,7,1,3,0,1
ssrf-request,CWE-918,1,0,0,0,0,3,25,170,2.66,1,0,0,1,1,42,0,1
sqli-concat,CWE-89,1,0,0,0,0,11,9,220,2.82,0,1,0,4,0,25,0,1
ssrf-request,CWE-918,0,1,0,0,0,19,17,182,4.34,0,0,0,3,1,22,1,0
xss-unescaped,CWE-79,1,0,0,0,0,3,4,64,4.4,0,0,1,9,0,47,0,1
ssrf-request,CWE-918,1,0,0,0,0,10,3,112,2.44,0,0,1,2,0,34,1,1
insecure-deserialize,CWE-502,1,0,1,0,0,14,2,343,2.66,1,0,1,4,0,13,1,1
ssrf-request,CWE-918,0,1,1,0,0,7,1,290,1.8,0,0,0,9,0,40,1,0
insecure-deserialize,CWE-502,0,0,1,0,0,8,17,105,4.13,1,1,0,8,0,14,0,0
sqli-concat,CWE-89,0,1,1,0,0,15,27,249,2.72,0,0,1,10,0,38,0,0
sqli-concat,CWE-89,0,0,0,0,0,15,11,244,2.31,0,0,0,0,0,0,1,0
path-traversal,CWE-22,1,0,1,0,1,6,9,325,2.92,1,1,0,7,0,25,1,0
ssrf-request,CWE-918,1,0,1,1,0,12,4,375,3.74,1,1,1,5,0,19,1,0
insecure-deserialize,CWE-502,0,1,0,0,0,20,19,44,3.62,1,0,1,1,1,20,1,0
path-traversal,CWE-22,0,0,1,0,0,15,14,166,3.71,0,1,0,6,1,34,0,0
ssrf-request,CWE-918,0,0,0,1,0,8,9,242,2.47,1,1,0,6,0,40,1,0
insecure-deserialize,CWE-502,1,0,1,0,0,8,28,125,3.83,0,1,0,5,0,49,1,0
path-traversal,CWE-22,0,1,0,0,1,11,24,260,4.06,0,1,0,8,0,40,0,0
xss-unescaped,CWE-79,1,0,0,0,0,13,4,360,3.08,0,1,0,7,1,16,1,0
path-traversal,CWE-22,0,0,1,0,0,18,12,353,4.48,1,0,0,1,0,12,0,0
ssrf-request,CWE-918,0,0,1,0,0,6,30,379,2.17,0,1,0,3,0,16,0,0
ssrf-request,CWE-918,1,0,1,0,0,9,3,296,3.34,0,0,0,0,0,14,1,0
path-traversal,CWE-22,0,0,0,1,0,6,17,97,2.79,1,0,0,7,0,48,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,17,19,385,2.81,0,0,1,5,0,26,0,1
ssrf-request,CWE-918,1,0,1,0,0,7,10,244,2.66,0,0,0,2,1,34,1,0
xss-unescaped,CWE-79,1,0,1,0,0,7,13,127,1.73,0,1,0,1,0,47,1,0
xss-unescaped,CWE-79,0,0,0,0,0,13,10,331,1.65,1,1,0,1,0,27,0,0
hardcoded-secret,CWE-798,0,0,0,1,0,2,23,373,1.79,1,1,0,2,0,23,1,0
hardcoded-secret,CWE-798,0,1,0,0,0,11,15,335,4.24,1,0,0,9,0,48,0,1
insecure-deserialize,CWE-502,0,1,1,0,0,13,24,232,3.74,0,0,1,0,0,37,0,0
insecure-deserialize,CWE-502,0,1,1,0,0,11,7,281,3.99,1,0,1,4,0,1,1,0
path-traversal,CWE-22,1,0,1,0,0,16,28,133,4.05,0,1,0,2,1,17,0,0
xss-unescaped,CWE-79,0,1,1,0,0,1,15,59,3.9,0,1,1,9,0,1,0,0
xss-unescaped,CWE-79,0,1,0,0,0,14,15,68,2.26,0,0,1,7,1,16,1,0
ssrf-request,CWE-918,1,0,1,0,0,3,6,308,4.26,0,1,1,9,0,0,0,0
ssrf-request,CWE-918,0,1,0,0,0,19,28,368,2.56,1,1,0,1,1,10,1,0
ssrf-request,CWE-918,1,0,0,0,0,2,28,187,3.78,0,0,0,9,0,38,1,1
xss-unescaped,CWE-79,0,0,0,0,0,6,16,148,3.3,0,0,0,4,0,48,0,0
path-traversal,CWE-22,1,0,1,0,0,20,19,323,2.3,1,0,0,0,0,40,1,1
sqli-concat,CWE-89,1,0,1,0,0,5,19,352,1.64,0,1,1,4,1,32,1,0
insecure-deserialize,CWE-502,0,1,0,0,0,4,18,84,4.23,0,0,0,0,0,18,1,0
path-traversal,CWE-22,0,0,0,0,0,16,9,385,1.53,1,1,0,10,1,44,1,0
ssrf-request,CWE-918,1,0,1,0,0,16,25,126,2.94,1,1,0,0,0,14,1,0
path-traversal,CWE-22,0,1,1,0,0,5,1,305,1.82,1,0,0,2,0,8,1,0
sqli-concat,CWE-89,1,0,0,0,0,12,4,225,1.55,1,1,1,5,0,27,1,0
ssrf-request,CWE-918,1,0,0,0,0,4,14,120,2.7,1,1,0,10,0,15,1,1
xss-unescaped,CWE-79,1,0,1,1,0,6,20,283,2.19,0,0,1,5,0,23,0,0
insecure-deserialize,CWE-502,1,0,0,0,0,18,12,116,2.04,1,0,0,0,0,16,1,1
insecure-deserialize,CWE-502,1,0,1,1,0,9,24,270,2.11,1,1,0,9,1,2,1,0
path-traversal,CWE-22,0,1,1,0,1,13,28,192,3.22,0,1,0,0,0,49,1,0
sqli-concat,CWE-89,1,0,1,0,1,13,18,393,3.24,0,1,1,10,0,20,1,0
ssrf-request,CWE-918,1,0,0,0,0,6,26,73,4.19,1,1,1,10,1,36,0,0
path-traversal,CWE-22,1,0,1,0,0,14,8,177,3.79,1,1,0,8,1,26,1,0
sqli-concat,CWE-89,0,1,1,0,0,6,18,54,3.16,0,0,1,8,0,34,1,0
insecure-deserialize,CWE-502,0,1,0,0,0,13,1,346,3.09,1,1,1,3,0,14,0,0
insecure-deserialize,CWE-502,1,0,0,0,0,14,7,83,3.09,1,1,0,1,0,39,1,1
hardcoded-secret,CWE-798,0,1,1,0,0,2,24,395,2.32,1,1,0,3,1,7,0,0
insecure-deserialize,CWE-502,1,0,1,1,0,2,15,330,2.96,0,0,0,8,0,21,1,0
xss-unescaped,CWE-79,1,0,0,0,0,9,19,384,2.96,0,1,0,10,1,30,0,0
path-traversal,CWE-22,1,0,1,1,0,15,24,207,3.03,0,1,1,0,1,20,0,0
ssrf-request,CWE-918,0,1,0,0,0,16,15,81,3.17,1,0,1,1,0,14,0,0
hardcoded-secret,CWE-798,0,0,1,0,1,2,2,170,1.86,1,1,1,7,0,30,0,0
path-traversal,CWE-22,0,0,1,0,0,15,4,244,2.79,1,0,0,4,0,44,1,0
xss-unescaped,CWE-79,0,1,0,0,0,4,16,388,2.72,0,1,0,5,0,4,1,0
insecure-deserialize,CWE-502,0,0,1,0,0,14,9,267,1.88,1,1,1,8,0,41,0,0
insecure-deserialize,CWE-502,0,1,0,0,0,4,11,383,3.89,0,1,1,3,0,44,1,0
xss-unescaped,CWE-79,0,0,0,0,0,2,27,384,2.8,1,1,0,0,0,47,0,1
hardcoded-secret,CWE-798,0,0,1,1,0,9,8,191,2.17,1,0,0,10,0,35,0,0
xss-unescaped,CWE-79,0,1,1,0,0,4,8,213,3.83,1,1,0,5,0,7,1,0
sqli-concat,CWE-89,0,1,0,1,0,12,22,207,4.45,0,1,0,6,0,17,1,0
sqli-concat,CWE-89,0,0,1,1,0,19,19,377,3.14,0,1,0,9,0,25,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,6,11,360,2.54,1,1,0,5,0,37,0,1
path-traversal,CWE-22,1,0,1,0,0,6,15,121,2.3,1,0,0,9,1,27,0,1
sqli-concat,CWE-89,0,1,1,0,0,13,9,369,2.63,1,1,0,2,0,43,1,0
path-traversal,CWE-22,0,0,0,0,0,17,23,75,2.0,0,1,0,8,0,42,1,0
xss-unescaped,CWE-79,1,0,1,0,0,4,26,89,4.18,1,0,0,0,0,1,1,1
ssrf-request,CWE-918,0,1,0,0,0,9,1,118,2.15,0,1,1,8,1,7,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,17,24,356,2.8,0,0,1,3,1,6,1,1
insecure-deserialize,CWE-502,1,0,1,0,1,5,21,58,1.98,1,1,1,6,1,9,0,0
xss-unescaped,CWE-79,1,0,0,0,0,6,2,254,3.95,1,1,0,2,0,37,0,1
